city,town,district,neighborhood
kastamonu,kure,merkezkoyler,oksuzler mah (karadonu koyu)
ordu,camas,merkez,yeni mah
artvin,savsat,merkezkoyler,caglayan yaylasi mah (cagliyan koyu)
gumushane,torul,merkezkoyler,merkez mah (ugurtasi koyu)
bingol,karliova,merkez,kanires mah
zonguldak,devrek,merkezkoyler,mestanoglu mah (atakoy koyu)
kocaeli,gebze,merkez,osman yilmaz mah
canakkale,biga,gumuscay,hacikoy koyu
erzincan,refahiye,merkezkoyler,kanlitas koyu
agri,eleskirt,merkezkoyler,toprakkale koyu
erzurum,olur,merkez,aktepe mah
manisa,akhisar,merkez,kizlaralani mah
sakarya,adapazari,merkez,caglayan mah
cankiri,cerkes,merkezkoyler,yumakli koyu
elazig,merkez,nailbey,carsi mah
canakkale,biga,merkezkoyler,kasikcioba koyu
giresun,piraziz,merkezkoyler,akcay koyu
zonguldak,caycuma,merkezkoyler,aydinlar mah (karamusa koyu)
kastamonu,merkez,merkezkoyler,yoreci mah (yurekveren koyu)
manisa,kula,merkez,carikmahmutlu mah
artvin,savsat,merkezkoyler,agagil mah (atalar koyu)
karabuk,eskipazar,merkezkoyler,kizilcapinar mah (tamislar koyu)
karabuk,safranbolu,merkezkoyler,merkez mah (sakaralan koyu)
kutahya,merkez,merkezkoyler,ihsaniye koyu
karabuk,safranbolu,merkezkoyler,merkez mah (tayyip koyu)
zonguldak,alapli,merkezkoyler,ahiler mah (alioglu koyu)
bartin,ulus,merkezkoyler,elmalik mah (eseler koyu)
giresun,sebinkarahisar,merkezkoyler,yenice mah (evcili koyu)
artvin,yusufeli,merkezkoyler,zeytinlik mah (yarbasi koyu)
elazig,sivrice,merkezkoyler,hayat mah (gelindere koyu)
nevsehir,acigol,merkez,cumhuriyet mah
mersin,camliyayla,merkez,kormenlik mah
artvin,merkez,merkezkoyler,veziroglu mah (yukarimaden koyu)
balikesir,balya,patlak,yarisalani mah
kastamonu,catalzeytin,merkezkoyler,menterek mah (yunuslar koyu)
siirt,pervari,merkezkoyler,saridam koyu
konya,sarayonu,merkez,ladik mah
erzurum,hinis,merkez,sildiz mah
sivas,zara,merkezkoyler,asagi mah (igdeli koyu)
diyarbakir,cungus,merkez,cataldut mah
gumushane,kelkit,merkezkoyler,yenikoy koyu
igdir,merkez,merkezkoyler,yukarierhaci mah (asagierhaci koyu)
bolu,mengen,gokcesu,kadikoy mah (mamatlar koyu)
gumushane,merkez,merkezkoyler,efendiler mah (mescitli koyu)
corum,merkez,merkezkoyler,kizilpinar koyu
tokat,niksar,gokceli,tepeyatak koyu
gumushane,torul,merkezkoyler,emirler dere mh. (buyukcit koyu)
balikesir,dursunbey,hacilar,akcaguney mah
bingol,solhan,merkezkoyler,cikrikli mah (simsirpinar koyu)
manisa,selendi,merkez,karatasterziler mah
antalya,gazipasa,merkez,akoluk mah
ankara,golbasi,merkez,gunalan mah
bursa,orhaneli,merkez,nalinlar mah
gumushane,kurtun,merkezkoyler,cardakyani mah (taslica koyu)
rize,findikli,merkezkoyler,gokcetas mah (avcilar koyu)
sinop,turkeli,merkezkoyler,demirci mah (akcabuk koyu)
bolu,mudurnu,merkezkoyler,yukari mah (bulanik koyu)
burdur,merkez,merkezkoyler,ulupinar koyu
batman,kozluk,merkezkoyler,yildizli koyu
tokat,niksar,merkezkoyler,yesilkaya koyu
izmir,bergama,merkez,tirmanlar mah
sivas,divrigi,merkezkoyler,disbudak koyu
antalya,elmali,merkez,buyuksogle mah
kastamonu,arac,merkezkoyler,merkez mah (kiziloren koyu)
mardin,artuklu,savurkapi,teker mah
sivas,golova,merkezkoyler,ilyaskoy koyu
sinop,merkez,merkezkoyler,camiyani mah (karapinar koyu)
bartin,merkez,merkezkoyler,kanbur mah (yesilkaya koyu)
konya,karatay,merkez,sakyatan mah
artvin,yusufeli,merkezkoyler,kerticiler mah (taskiran koyu)
hatay,iskenderun,cumhuriyet,akcay mah
trabzon,salpazari,merkez,akciris mah
kayseri,felahiye,merkez,isabey mah
amasya,tasova,merkezkoyler,ilica koyu
usak,merkez,merkezkoyler,gucer koyu
kirikkale,baliseyh,merkezkoyler,yenilli koyu
adiyaman,merkez,kuyucak,esence koyu
kars,arpacay,merkezkoyler,tasliagil koyu
eskisehir,alpu,merkez,kosmat mah
amasya,goynucek,merkezkoyler,kuyulu mah (kuyulu kavakli koyu)
osmaniye,kadirli,merkezkoyler,cinar koyu
kastamonu,doganyurt,merkezkoyler,yayla mah (ilday mah) (duz koyu)
konya,hadim,merkez,oduncu mah
van,ozalp,merkez,yavuzlar mah
denizli,tavas,merkez,garipkoy mah
bartin,merkez,merkezkoyler,kabaslar mah (bayiryuzu koyu)
artvin,yusufeli,merkezkoyler,atmik mah (dagetegi koyu)
duzce,merkez,konuralp,yesilkoy mah (bogazici koyu)
gumushane,merkez,merkezkoyler,konacik mah (yesilyurt koyu)
ordu,kabaduz,karaduz,derincay mah
corum,merkez,merkezkoyler,dagkarapinar koyu
artvin,merkez,merkezkoyler,yukari tolgum mah (salkimli koyu)
cankiri,korgun,merkezkoyler,alpsari koyu
bitlis,adilcevaz,merkezkoyler,budakli mah (aydinlar koyu)
bolu,dortdivan,merkezkoyler,campinar yaylasi mah (suleler koyu)
giresun,guce,merkezkoyler,asagi mah (duzcukur koyu)
sinop,erfelek,merkezkoyler,muezzinoglu mah (ormantepe koyu)
corum,bogazkale,merkezkoyler,bahcelievler mah (yekbas koyu)
istanbul,sile,ahmetli,ahmetli mah
artvin,yusufeli,merkezkoyler,sabangil  - zekaratlar mah (altiparmak koyu)
sinop,ayancik,merkezkoyler,onortak mah (buyukduz koyu)
gumushane,kelkit,merkezkoyler,fatih mah (unlupinar koyu)
nigde,ulukisla,merkezkoyler,kume1 mah (seyhomerli koyu)
yozgat,merkez,yozgat,mutafoglu mah
kahramanmaras,elbistan,merkez,kangal mah
canakkale,lapseki,umurbey,saltik mah (kangirli koyu)
aksaray,merkez,carsi,bahceli mah
izmir,balcova,merkez,onur mah
isparta,sarkikaraagac,merkezkoyler,arak koyu
samsun,ilkadim,istasyon,adalet mah
rize,ardesen,merkezkoyler,hosdere koyu
ordu,altinordu,duz mahalle,saray mah
adana,kozan,kahveli,acarmantas mah
gumushane,kurtun,merkez,cami yani mah
corum,kargi,merkezkoyler,merkez mah (kabakci koyu)
corum,osmancik,merkezkoyler,saralle mah (baldiran koyu)
sivas,merkez,merkez-koyler,sehitler mah (gumusdere koyu)
sivas,ulas,merkezkoyler,yesildiyar mah (kapukaya koyu)
batman,kozluk,merkezkoyler,unsaldi koyu
balikesir,altieylul,merkez,halalca mah
adiyaman,kahta,akincilar,hinic mah (adali koyu)
istanbul,maltepe,feyzullah,feyzullah mah
mersin,tarsus,yolboyu,camtepe mah
adiyaman,merkez,kuyucak,yedioluk koyu
osmaniye,duzici,merkezkoyler,ekizler mah (gokcayir koyu)
mardin,savur,merkez,uckavak mah
bingol,solhan,merkezkoyler,armut mah (genctavus koyu)
nigde,bor,merkez,cigizoglu osman efendi mah
artvin,yusufeli,merkezkoyler,haran mah (cagliyan koyu)
elazig,kovancilar,merkezkoyler,fatih mah (yarimca koyu)
karabuk,safranbolu,merkezkoyler,sabuncular mah (agackese koyu)
karaman,merkez,merkezkoyler,bucakkisla koyu
konya,ilgin,merkez,istasyon mah
adana,yuregir,havutlu,solakli cumhuriyet mah
manisa,demirci,merkez,icikler mah
usak,esme,merkezkoyler,yaylakoy koyu
kirsehir,merkez,merkezkoyler,boruklu mah (karalar koyu)
kutahya,aslanapa,merkezkoyler,ballibaba koyu
bilecik,bozuyuk,dodurga,namik kemal mah (dodurga koyu)
bitlis,tatvan,yelkenli,yumrukaya koyu
kastamonu,azdavay,merkezkoyler,horoz mah (sogutpinar koyu)
afyonkarahisar,sinanpasa,merkezkoyler,catkuyu koyu
van,gevas,merkez,hiset mah
mus,varto,caylar,golyayla koyu
karabuk,merkez,merkezkoyler,degirmen mah (cumayani koyu)
corum,iskilip,merkezkoyler,tevgeler mah (saraycik koyu)
balikesir,altieylul,merkez,aysebaci mah
gaziantep,oguzeli,merkez,hacar mah
kahramanmaras,pazarcik,merkez,ulubahce mah
duzce,golyaka,merkez koyler,dere mah (hamamustu koyu)
cankiri,bayramoren,merkezkoyler,sazak mah (topcu koyu)
diyarbakir,bismil,merkez,alincak mah
denizli,kale,merkez,golbasi mah
karabuk,safranbolu,merkezkoyler,bagcilar mah (kadibuku koyu)
mardin,mazidagi,merkez,gumuspinar mah
bartin,ulus,kumluca,degirmenyani mah (yenikisla koyu)
van,muradiye,merkez,tansu mah
siirt,sirvan,merkezkoyler,gozluce koyu
balikesir,dursunbey,hacilar,derekoy mah
balikesir,savastepe,karacam,sogutcuk mah
adana,ceyhan,buyukmangit,tatarli mah
rize,cayeli,merkezkoyler,hanifli mah (guzeltepe koyu)
kastamonu,merkez,merkezkoyler,merkez mah (uyucek koyu)
burdur,golhisar,merkezkoyler,yukari mah (uylupinar koyu)
denizli,bekilli,merkez,bahceli mah
agri,taslicay,merkezkoyler,gundogdu koyu
usak,merkez,merkezkoyler,haci imamlar mah (cigerdede koyu)
sanliurfa,birecik,merkez,orta fatmacik mah
giresun,espiye,merkezkoyler,hacakli mah (sakarya koyu)
hatay,yayladagi,merkez,dusduru mah
mardin,derik,merkez,kovali mah
mardin,kiziltepe,merkez,kilduman mah
kastamonu,merkez,merkezkoyler,celebi mah (yukarielyakut koyu)
aksaray,merkez,merkezkoyler,ulukislatolu koyu
erzurum,narman,merkez,kurucali mah
kutahya,pazarlar,merkez,ayvali mah
kastamonu,pinarbasi,merkezkoyler,durmuslar mah (kalayci koyu)
osmaniye,kadirli,merkezkoyler,kepirler mah (mezretli koyu)
izmir,menderes,merkez,mithatpasa mah
mersin,tarsus,camliyayla,cin mah
tekirdag,ergene,marmaracik,igneler mah
trabzon,besikduzu,merkez,duygulu mah
bingol,genc,merkezkoyler,dibek mah (doganca koyu)
amasya,merzifon,merkezkoyler,merkez mah (aksungur koyu)
osmaniye,duzici,merkezkoyler,hokelekler mah (gokcayir koyu)
mugla,yatagan,merkez,gokgedik mah
istanbul,sile,ahmetli,ovacik mah
tokat,turhal,merkez,yunus emre mah
gumushane,merkez,merkezkoyler,eskikoy mah (gecit koyu)
bayburt,merkez,merkezkoyler,asagi gumussu mah (gumussu koyu)
diyarbakir,baglar,korhat,ovunduler mah
bartin,merkez,merkezkoyler,tas kopru mah (ugurlar koyu)
karabuk,merkez,kayabasi,belenkoy mah
nevsehir,merkez,camicedit,camicedit mah
hakkari,yuksekova,merkezkoyler,kolbasi koyu
sivas,kangal,merkezkoyler,irmac koyu
kastamonu,inebolu,merkezkoyler,merkez mah (akguney koyu)
adana,yuregir,karacaoglan,sehit erkut akbay mah
ardahan,merkez,yanlizcam,cetinsu koyu
hatay,belen,merkez,otencay mah
elazig,palu,merkez,numune mah
artvin,yusufeli,merkezkoyler,sicek mah (inanli koyu)
kastamonu,arac,merkezkoyler,muratoglu mah (caykasi koyu)
agri,merkez,merkezkoyler,sogancumacay koyu
sivas,yildizeli,merkezkoyler,akoren koyu
kutahya,tavsanli,merkezkoyler,derbent koyu
bursa,harmancik,merkez,dedebali mah
sivas,merkez,kumbet,yeni mah
mersin,akdeniz,mithatpasa,gunes mah
burdur,bucak,merkezkoyler,kavak mah (elsazi koyu)
canakkale,biga,karabiga,hacihuseyinyaylasi koyu
van,gurpinar,merkez,yatagan mah
batman,gercus,merkezkoyler,karalan koyu
kastamonu,azdavay,merkezkoyler,kunduru mah (karakuslu koyu)
giresun,gorele,merkezkoyler,merkez mah (ardic koyu)
kocaeli,izmit,merkez,gokceoren mah
denizli,acipayam,merkez,cubukcular mah
canakkale,ayvacik,merkezkoyler,pasakoy alti mah (pasakoy koyu)
izmir,karsiyaka,alaybey,alaybey mah
amasya,suluova,merkezkoyler,kupeli koyu
yalova,cinarcik,merkez,harmanlar mah
bilecik,merkez,merkezkoyler,selbuku koyu
samsun,vezirkopru,merkez,turkmen mah
bayburt,aydintepe,merkezkoyler,kosmer mah (gumusdamla koyu)
izmir,kiraz,merkez,yeni mah
gumushane,kelkit,merkezkoyler,bindal koyu
edirne,kesan,merkez,buyuk cami mah
kayseri,pinarbasi,merkez,kavlaklar mah
elazig,baskil,merkezkoyler,yiriklar mah (kocyolu koyu)
sivas,akincilar,merkezkoyler,aziz mah (ikizyurt koyu)
elazig,sivrice,merkezkoyler,ziyalar mah (canusagi koyu)
aydin,yenipazar,merkez,yeni mah
eskisehir,tepebasi,yesiltepe,asagi sogutonu mah
elazig,kovancilar,merkezkoyler,yunluce mah (degirmentasi koyu)
elazig,merkez,mollakendi,yenikapi mah (merkez mah) (yenikapi koyu)
kilis,merkez,merkezkoyler,tahtali koyu
kutahya,tavsanli,merkezkoyler,yorguc koyu
izmir,kiraz,merkez,sarikaya mah
bitlis,mutki,geyikpinar,bag mah (cigdemalan koyu)
sinop,boyabat,merkezkoyler,merkez mah (karacaoren koyu)
tokat,erbaa,merkezkoyler,dereciflik mah (endikpinar koyu)
izmir,dikili,merkez,mazili mah
isparta,sutculer,merkez,yukari mah
zonguldak,caycuma,persembe,cubukcu mah (haciibadi koyu)
karabuk,safranbolu,merkezkoyler,sakalar mah (aloren koyu)
corum,osmancik,merkezkoyler,tekmen baglari mah (tekmen koyu)
giresun,dereli,merkezkoyler,eskisla mah (yildiz koyu)
kastamonu,devrekani,merkezkoyler,igdir mah (kinik koyu)
duzce,kaynasli,merkezkoyler,bulbuldere mah (camoluk koyu)
sinop,erfelek,merkezkoyler,topcu mah (basaran koyu)
agri,patnos,sarisu,gencali koyu
izmir,urla,merkez,birgi mah
konya,kadinhani,merkez,pinarbasi mah
burdur,cavdir,merkezkoyler,kucukalan koyu
adana,saricam,osmangazi,bayram hacili mah
tokat,turhal,merkezkoyler,dereyayla mah (eriklitekke koyu)
samsun,havza,merkez,beykoy mah
ordu,persembe,merkez,efirli mah
kutahya,tavsanli,merkezkoyler,kurucay-guzelyurt mah (kurucay koyu)
van,gurpinar,merkez,oguldami mah
gaziantep,yavuzeli,merkez,gocmez mah
manisa,sarigol,merkez,karacaali mah
kocaeli,kandira,merkez,merkez erikli mah
istanbul,kucukcekmece,sefakoy,yesilova mah
kutahya,merkez,hamidiye,civli mah
elazig,maden,merkezkoyler,kayalar koyu
konya,akoren,merkez,orhaniye mah
bingol,genc,merkezkoyler,metesan mah (sehittepe koyu)
kastamonu,pinarbasi,merkezkoyler,musabasoglu mah (yukariaktas koyu)
edirne,kesan,yerlisu,sazlidere mah (sazlidere koyu)
gaziantep,sahinbey,konak,ogretmenevleri mah
zonguldak,merkez,beycuma,ahmetler mah (himmetoglu koyu)
tunceli,ovacik,merkezkoyler,buyukkoy koyu
zonguldak,alapli,merkezkoyler,yukari degirmenciler mah (alioglu koyu)
izmir,bergama,merkez,avunduk mah
erzurum,narman,merkez,kislakoy mah
canakkale,bayramic,evciler,karakoy koyu
samsun,carsamba,merkez,canli mah
bitlis,mutki,merkez,yeni mah
balikesir,savastepe,karacam,bozalan mah
sivas,merkez,alibaba,yigitler mah
sivas,koyulhisar,merkezkoyler,cayli koyu
zonguldak,devrek,merkezkoyler,keklikoglu mah (seyisoglu koyu)
elazig,baskil,merkezkoyler,harman mah (karaali koyu)
van,ercis,merkez,ikizcali mah
giresun,alucra,merkezkoyler,topcam mah
zonguldak,eregli,merkezkoyler,tabaklar mah (abdi koyu)
sivas,ulas,merkezkoyler,pasaciftligi mah (bascayir koyu)
tokat,merkez,geyras,gunesli mah
afyonkarahisar,merkez,merkezkoyler,kurtulus mah (kocatepe koyu)
amasya,merzifon,merkezkoyler,cayirozu mah (cayirozu koyu)
karabuk,safranbolu,merkezkoyler,yukari mah (cercen koyu)
artvin,yusufeli,merkezkoyler,ikizkaya mah (irmakyani koyu)
kilis,merkez,merkezkoyler,akcabaglar koyu
sinop,turkeli,merkezkoyler,sancaktaroglu mah (akcabuk koyu)
sinop,duragan,merkezkoyler,kabut mah (dagdelen koyu)
sivas,ulas,merkezkoyler,ovacik koyu
diyarbakir,egil,merkez,dosemeler mah
zonguldak,kilimli,merkezkoyler,karsi mah (gobu koyu)
bolu,mengen,merkezkoyler,merkez mah (duzkoy koyu)
sinop,ayancik,merkezkoyler,hacioglu mah (bakirli koyu)
eskisehir,mihaliccik,dinek,calkaya mah
kastamonu,taskopru,merkezkoyler,orta mah (karacakaya koyu)
rize,kalkandere,merkezkoyler,yesildere mah (yesilkoy koyu)
bolu,dortdivan,merkezkoyler,adakoy merkez mah (adakoy koyu)
erzurum,aziziye,ilica,asagicanoren mah
artvin,kemalpasa,merkezkoyler,dereici koyu
tekirdag,saray,merkez,pazarcik mah
bolu,gerede,merkezkoyler,sinanlar mah (ortaca koyu)
artvin,ardanuc,merkezkoyler,teknovet insaat mah (soganli koyu)
sinop,gerze,merkezkoyler,hocali mah (sarimsak koyu)
kutahya,gediz,merkezkoyler,yunusemre mah (yunuslar koyu)
giresun,dogankent,merkez,sadakli mah
adiyaman,kahta,merkezkoyler,taslicay koyu
sinop,merkez,merkezkoyler,ahmatli mah (taypakli koyu)
nigde,bor,merkezkoyler,seker mah (bahceli koyu)
adiyaman,besni,merkezkoyler,hacihalil koyu
konya,ilgin,merkez,avdan mah
bartin,kurucasile,merkezkoyler,dizler mah (dizlermezeci koyu)
samsun,kavak,merkez,germiyan mah
artvin,yusufeli,merkezkoyler,yumurtali mah (alanbasi koyu)
sanliurfa,suruc,merkez,karadut mah
nevsehir,kozakli,merkezkoyler,yukari mah (kalecik koyu)
kastamonu,hanonu,merkezkoyler,turkmen mah (yilanli koyu)
siirt,kurtalan,merkez,kultur mah
yozgat,sefaatli,merkez,bahcelievler mah
erzurum,oltu,merkez,ipekcayiri mah
sinop,boyabat,merkezkoyler,martli mah (caltu koyu)
bolu,mudurnu,merkezkoyler,ekincik mah (sarpincik koyu)
bolu,gerede,merkezkoyler,merkez mah (kalac koyu)
karaman,merkez,sumer,hamidiye mah
kastamonu,arac,merkezkoyler,yesil mah (kavak koyu)
sanliurfa,akcakale,merkez,kurudere mah
van,ercis,merkez,nisanci mah
usak,esme,merkezkoyler,bozuklar mah (agabey koyu)
nevsehir,avanos,kalaba,yeni mah (goynuk koyu)
corum,sungurlu,merkezkoyler,akcali koyu
erzincan,kemaliye,baspinar,subasi koyu
duzce,kaynasli,merkezkoyler,egreltili mah (yeniyurt koyu)
corum,osmancik,merkezkoyler,kepceli mah (findik koyu)
afyonkarahisar,ihsaniye,merkezkoyler,belce mah (gazligol koyu)
amasya,merkez,merkezkoyler,hasabdal koyu
karabuk,yenice,merkezkoyler,cay mah (kayadibi koyu)
ankara,kecioren,esertepe,yukseltepe mah
erzurum,horasan,merkez,kalender mah
antalya,elmali,merkez,eskihisar mah
cankiri,merkez,merkezkoyler,ovacik koyu
tokat,almus,merkezkoyler,altitam mahlesi mah (arisu koyu)
giresun,dereli,merkezkoyler,dalino mah (yesiltepe koyu)
artvin,arhavi,merkezkoyler,kurtulus mah (ucler koyu)
denizli,bekilli,merkez,yahyalar mah
bolu,goynuk,merkezkoyler,daghacilar merkez mah (daghacilar koyu)
mersin,akdeniz,mithatpasa,koselerli mah
artvin,yusufeli,merkezkoyler,cinnar mah (cevreli koyu)
eskisehir,inonu,merkez,yurukyayla mah
karabuk,merkez,merkezkoyler,cakillar mah (kahyalar koyu)
bartin,merkez,merkezkoyler,yeni mah (kutlubeyyazicilar koyu)
kastamonu,taskopru,merkezkoyler,imirler mah (pasa koyu)
balikesir,altieylul,merkez,pasakoy mah
karabuk,safranbolu,merkez,kirkille mah
kocaeli,kandira,merkez,sullu mah
sivas,divrigi,merkezkoyler,kavaklisu koyu
balikesir,erdek,merkez,tuzla mah
malatya,akcadag,merkez,doganlar mah
giresun,gorele,merkezkoyler,camiyani mah (seferli koyu)
tokat,merkez,geyras,sogukpinar mah
sivas,zara,merkezkoyler,imirhan mah (tuzlagozu koyu)
tokat,resadiye,merkezkoyler,tahirbey mah (hasanseyh koyu)
bitlis,adilcevaz,merkez,alacaatli mah
bingol,merkez,bingol,mirzan mah
sinop,merkez,merkezkoyler,kelekoyu mah (tingiroglu koyu)
kirklareli,vize,merkezkoyler,kislacik koyu
amasya,suluova,merkezkoyler,erikli mah (egribuk koyu)
giresun,yaglidere,merkezkoyler,orta mah (hisarcik koyu)
aydin,cine,merkez,ibrahimkavagi mah
balikesir,ivrindi,sarica,buyukfindik mah
bolu,merkez,karamanli,pasakoy mah
bolu,gerede,merkezkoyler,yaman mah (calaman koyu)
karabuk,merkez,merkezkoyler,cay mah (burunsuz koyu)
diyarbakir,ergani,merkez,dereboyu mah
manisa,kula,merkez,bey mah
mugla,seydikemer,merkez,seki mah
giresun,kesap,merkezkoyler,cilesizoglu mah (hisarustu koyu)
mersin,mezitli,merkez,istiklal mah
artvin,ardanuc,merkezkoyler,sakatgil mah (incilli koyu)
afyonkarahisar,iscehisar,merkezkoyler,kavruklar mah (karakaya koyu)
mus,merkez,merkezkoyler,donatim mah (donatim koyu)
erzincan,uzumlu,merkezkoyler,duzali mah (cardakli koyu)
sivas,sarkisla,merkezkoyler,bahcelievler mah (cemel koyu)
bingol,genc,merkezkoyler,kayasirti mah (kepceli koyu)
erzincan,merkez,merkezkoyler,kir mah (gunbagi koyu)
adana,imamoglu,merkez,cumhuriyet mah
gumushane,kelkit,merkezkoyler,gultepe koyu
nigde,merkez,merkezkoyler,hurriyet mah (alay koyu)
samsun,havza,merkez,icadiye mah
bingol,solhan,merkezkoyler,basdere mah (sukyan koyu)
manisa,soma,merkez,hamidiye  mah (merkez mah)
bilecik,bozuyuk,merkez,kasimpasa mah
kocaeli,darica,merkez,bayramoglu mah
balikesir,sindirgi,mandira,aktas mah
tokat,resadiye,merkez,camlica mah
erzincan,otlukbeli,merkezkoyler,karadivan koyu
konya,karapinar,merkez,oymali mah
zonguldak,alapli,merkezkoyler,merkez mah (okcular koyu)
kastamonu,kure,merkezkoyler,merkez mah (imrali koyu)
nigde,camardi,merkez,yunus emre mah
rize,cayeli,merkezkoyler,altveis mah (haremtepe koyu)
izmir,guzelbahce,merkez,ataturk mah
izmir,konak,gultepe,yavuz selim mah
diyarbakir,lice,merkez,ziyaret mah
bitlis,mutki,merkezkoyler,omeriye mah (koyunlu koyu)
kastamonu,merkez,merkezkoyler,ortaca mah (kavak koyu)
giresun,gorele,merkezkoyler,civilli mah (turkelli koyu)
batman,kozluk,merkezkoyler,turgut ozal mah (bekirhan koyu)
erzurum,karacoban,merkez,sariveli mah
kirsehir,cicekdagi,merkezkoyler,huseyinli ciftligi mah (hacihasanli koyu)
rize,merkez,rize,bogaz mah
diyarbakir,dicle,merkez,pinar mah
agri,tutak,merkezkoyler,topi mah (gunesgoren koyu)
bartin,amasra,merkezkoyler,yukari mah (senyurt koyu)
bursa,osmangazi,altiparmak,hocahasan mah
canakkale,ezine,merkezkoyler,alemsah koyu
cankiri,orta,merkez,eski yayla mah
aydin,efeler,carsi,horozkoy mah
rize,ikizdere,merkezkoyler,ilicalar mah (ilicakoy koyu)
adana,pozanti,gokbez,omerli mah
gumushane,kurtun,merkezkoyler,tohtamur mah (taslica koyu)
zonguldak,devrek,egerci,topallar mah (yazicik koyu)
bitlis,merkez,merkezkoyler,yukariyolak koyu
mersin,tarsus,asagi koyler,alifaki mah
kastamonu,catalzeytin,merkezkoyler,ulu mah (caglar koyu)
bartin,amasra,merkezkoyler,sazaklar mah (incigez koyu)
sivas,merkez,aydogan,cayyurt mah
konya,seydisehir,seydisehir,karakavak mah
bartin,ulus,merkezkoyler,huseyin mah (asagidere koyu)
kastamonu,kure,merkezkoyler,merkez mah (ahmetbese koyu)
elazig,merkez,merkezkoyler,gurdal mah (hidirbaba koyu)
bursa,kestel,merkez,golbasi mah
sinop,turkeli,merkezkoyler,merkez mah (haci koyu)
zonguldak,devrek,merkezkoyler,cantioglu mah (oguzhan koyu)
diyarbakir,ergani,merkez,yesilkoy mah
adiyaman,celikhan,merkezkoyler,camliyayla mah (pinarbasi koyu)
kahramanmaras,goksun,merkez,temuraga mah
kastamonu,merkez,merkezkoyler,sirkeli mah (godel koyu)
afyonkarahisar,bolvadin,merkezkoyler,seyh samil mah (disli koyu)
diyarbakir,lice,merkez,kilicli mah
adana,ceyhan,buyukmangit,akdam mah
artvin,kemalpasa,merkez,cumhuriyet mah
bartin,ulus,merkezkoyler,merkez mah (sarifasil koyu)
sivas,divrigi,merkezkoyler,sarpan mah (yuva koyu)
sivas,zara,merkezkoyler,mestanlar mah (kurunlu koyu)
kastamonu,tosya,merkezkoyler,erenler mah (gokceoz koyu)
giresun,gorele,merkezkoyler,yukari mah (inanca koyu)
kastamonu,arac,merkezkoyler,tekeren mah (asagiikizoren koyu)
kastamonu,azdavay,merkezkoyler,kizkayasi mah (sabuncular koyu)
karabuk,yenice,merkezkoyler,karakavuz mah (yesilkoy koyu)
konya,celtik,merkez,kasoren mah
aksaray,eskil,merkezkoyler,basaran koyu
bartin,kurucasile,merkezkoyler,merkez mah (komec koyu)
antalya,korkuteli,merkez,kucuklu mah
gaziantep,nizip,merkez,hafizpasa mah
izmir,kiraz,merkez,kalekoy mah
afyonkarahisar,suhut,merkezkoyler,zafer mah (atlihisar koyu)
konya,kadinhani,merkez,bayramli mah
istanbul,kucukcekmece,merkez,yeni mahalle mah
gumushane,torul,merkezkoyler,merkez mah (alinyayla koyu)
kirsehir,mucur,merkezkoyler,budak koyu
elazig,merkez,hankendi,ali cavus mah (oksuzusagi koyu)
yozgat,yerkoy,merkez,ali galip gencoglu mah
afyonkarahisar,ihsaniye,merkezkoyler,ablak koyu
karabuk,yenice,merkezkoyler,koymatlar mah (bagbasi koyu)
